an n_screen_name,gender,year_ f_birth,level_ f_educati n,c untry_three_letters,c untry_name
acf4a39e a9aa1 4f1cd3fa657851 afd1e6e 43,m,1988,Masters  r pr fessi nal degree,USA,United States
2f7d78d13a15e6c38e1758913f57479fb7ea276f,m,1991,Bachel rs,IND,India
33269679552def3ffeedcf5f327dd42ca8fb919f,m,1989,Masters  r pr fessi nal degree,PAK,Pakistan
b4156c56fb2 f3728e74c14a8874c62c  feefab,, ,Sec ndary/High Sch  l,USA,United States
f76872915fcde4c58ca2fb4a 2b486ee46a6d 5d,f,199,Bachel rs,CAN,Canada
 2a9d4267b7  cd64742aca929a4  d8ea6d4f 1,m,197,D ct rate,USA,United States
bf43ba19c1d2246281b 89deb769  15f 5d9fc6,m,1983,D ct rate,DZA,Algeria
bf43ba19c1d2246281b 89deb769  15f 5d9fc6,m,1983,D ct rate,FRA,France
bf43ba19c1d2246281b 89deb769  15f 5d9fc6,m,1983,D ct rate,ZAF,S uth Africa
bf43ba19c1d2246281b 89deb769  15f 5d9fc6,m,1983,D ct rate,ITA,Italy
bf43ba19c1d2246281b 89deb769  15f 5d9fc6,m,1983,D ct rate,TUR,Turkey
2a38c7d95 7e69b7448946c946f7 6f39844326e,m,1976,Bachel rs,PAK,Pakistan
9cdcb55d6881f92e2b2da96fe3d6 1efec2c1b53,f,1991,Bachel rs,USA,United States
47136626 8f2f34944896 b734f2bebd5697c941,f,1988,Bachel rs,SWE,Sweden
47136626 8f2f34944896 b734f2bebd5697c941,f,1988,Bachel rs,GBR,United Kingd m
47136626 8f2f34944896 b734f2bebd5697c941,f,1988,Bachel rs,NLD,Netherlands
47136626 8f2f34944896 b734f2bebd5697c941,f,1988,Bachel rs,FRA,France
47136626 8f2f34944896 b734f2bebd5697c941,f,1988,Bachel rs,DEU,Germany
fba3ef7788e87f fe c96fc 83b1ac8e1e2abbd8,m,1991,Bachel rs,ZZZ,Reserved
fba3ef7788e87f fe c96fc 83b1ac8e1e2abbd8,m,1991,Bachel rs,SDN,Sudan
fba3ef7788e87f fe c96fc 83b1ac8e1e2abbd8,m,1991,Bachel rs,GBR,United Kingd m
e6a53f4f8cbbbae4c527af73482b589f788 653b,f,1964,Masters  r pr fessi nal degree,USA,United States
d813ddc1eb7 24746a13d32693dcedf2a9f24342,m, ,Bachel rs,IDN,Ind nesia
a285e87adc87 4f 4 67939c23dfde7778db 757,m,1985,Masters  r pr fessi nal degree,BRA,Brazil
e4584e3 91fc96f5 75e 99f427271275ad543f7,m,1999,Juni r sec ndary/juni r high/middle Sch  l,USA,United States
e6 7 3 bbc4231f8a487f9499 75c282f58f812 ,m,1979,Bachel rs,BRA,Brazil
3f4186c1 9169e53846d96b819ecd 7bc1ed9322,m,198,Bachel rs,CHN,China
dec9e9b75b8dcb365525ec535bcf2df66e655bb9,m,199,Bachel rs,ESP,Spain
dec9e9b75b8dcb365525ec535bcf2df66e655bb9,m,199,Bachel rs,USA,United States
dec9e9b75b8dcb365525ec535bcf2df66e655bb9,m,199,Bachel rs,CHE,Switzerland
dec9e9b75b8dcb365525ec535bcf2df66e655bb9,m,199,Bachel rs,P L,P land
dec9e9b75b8dcb365525ec535bcf2df66e655bb9,m,199,Bachel rs,RUS,Russian Federati n
dec9e9b75b8dcb365525ec535bcf2df66e655bb9,m,199,Bachel rs,NLD,Netherlands
dec9e9b75b8dcb365525ec535bcf2df66e655bb9,m,199,Bachel rs,PAN,Panama
dec9e9b75b8dcb365525ec535bcf2df66e655bb9,m,199,Bachel rs,ZZZ,Reserved
dec9e9b75b8dcb365525ec535bcf2df66e655bb9,m,199,Bachel rs,DEU,Germany
a3169a9 8b43885815ebfb12 92917c32fb7c5f9,m,1992,Bachel rs,IND,India
d41e2f37bde9144dbc fa83483 b968afc1d28b3,m,1974,D ct rate,USA,United States
5c85a14cb8292ca97c 918b6f4 3949927 341e8,m,1965,Masters  r pr fessi nal degree,USA,United States
9ebf 18db58baa542cb 688243a311831 a4 373,m,1987,Masters  r pr fessi nal degree,USA,United States
726f3459a88fa27ceeec7f93d21ed8b95c7e369c,m,1961,Sec ndary/High Sch  l,USA,United States
7542a35dfac 94f29eeb25 b3411d89ff2c1a9ce,m,198,Ass ciates,MEX,Mexic 
7542a35dfac 94f29eeb25 b3411d89ff2c1a9ce,m,198,Ass ciates,HKG,H ng K ng
7542a35dfac 94f29eeb25 b3411d89ff2c1a9ce,m,198,Ass ciates,RUS,Russian Federati n
e18a85fa8  e6bdeab3c24d8 cb3492f6b29a1a9,f,1977,Masters  r pr fessi nal degree,TWN,Taiwan; Republic  f China (R C)
965683619  ae9c8d81f2c151856f2fb3 c24dc9,m, ,Masters  r pr fessi nal degree,FRA,France
99bc83d  c 8ba 22 279238e5dcbd6 a4e44f36,,1991,Ass ciates,USA,United States
99bc83d  c 8ba 22 279238e5dcbd6 a4e44f36,,1991,Ass ciates,IDN,Ind nesia
99bc83d  c 8ba 22 279238e5dcbd6 a4e44f36,,1991,Ass ciates,GBR,United Kingd m
e7ade7d384ba27edde614434a6e 96df62f9aedd,, ,User withheld,CAN,Canada
d5f1 b72d8 d3cc6eb  bde7 138dd7ccb79c674,m,1956,Bachel rs,CAN,Canada
d5f1 b72d8 d3cc6eb  bde7 138dd7ccb79c674,m,1956,Bachel rs,USA,United States
3681ffde59bcdb ad653b2afda 33c2b881528e2,m,198,Masters  r pr fessi nal degree,UGA,Uganda
a4cac78b45e4e11e59852 e58bfacdf44664d7bd,m,1978,Masters  r pr fessi nal degree,USA,United States
9 c2 21df 7c47897 dc 3148421f58 7da718e ,m,1991,Bachel rs,IND,India
9 c2 21df 7c47897 dc 3148421f58 7da718e ,m,1991,Bachel rs,CHE,Switzerland
7f3c6e9e5981fcb61bc6d7 5ec5a6 e43e938d57,f, ,Masters  r pr fessi nal degree,CAN,Canada
7f3c6e9e5981fcb61bc6d7 5ec5a6 e43e938d57,f, ,Masters  r pr fessi nal degree,USA,United States
7365d276ba46c566fdad4e5f9ccfb6825e3a1fbc,f,1985,Bachel rs,SVK,Sl vakia (SL VAK Republic)
6ef96958faccb5cdf6d9e8964d2b9ebde45895b9,m,1956,Masters  r pr fessi nal degree,USA,United States
6ef96958faccb5cdf6d9e8964d2b9ebde45895b9,m,1956,Masters  r pr fessi nal degree,ZZZ,Reserved
586 34decb66e3713c e  7adef4 d1dd7246563,m,1991,Sec ndary/High Sch  l,USA,United States
79df6c75bd 55da6ecbc7327158ac9adc289 559,m, ,Masters  r pr fessi nal degree,USA,United States
55d5c5a3161d4b e194cd3a93 d379fe68d8f1dc,m,1982,Bachel rs,ECU,Ecuad r
8dce d46aa28 ee1d2 f1ed3a1cac913ed4 fb5d,, ,User withheld,USA,United States
f332 8e3161  773e 4dfb91ea9d 47585275689,m,1987,Bachel rs,CHL,Chile
f9f1eb47c1a513cdd4fa1fb9d 4f 998bb58fced,m,1975,Masters  r pr fessi nal degree,IND,India
f9f1eb47c1a513cdd4fa1fb9d 4f 998bb58fced,m,1975,Masters  r pr fessi nal degree,CHE,Switzerland
4832be2455df3a4f44 c9bd2c489c32d388f6725,m,1984,Masters  r pr fessi nal degree,USA,United States
3c5b428bc4a58cf1ca34 a8416efe7cdb25d1eac,m,1985,Masters  r pr fessi nal degree,TWN,Taiwan; Republic  f China (R C)
f2c3ea7 5722e95545862ecffa42d355f1a96745,m,1991,Bachel rs,IND,India
d2b2f7f298621dbd4e182aa17e 83278cc19f151,m, ,Masters  r pr fessi nal degree,NZL,New Zealand
8 c27f 85e97f9 fdedefdd9816e41e3975cb27 ,f,1993,Masters  r pr fessi nal degree,JPN,Japan
8 c27f 85e97f9 fdedefdd9816e41e3975cb27 ,f,1993,Masters  r pr fessi nal degree,USA,United States
48eb2b 1b 1ad7f425baf77bbbe97fd2548a5356,m,1949,Masters  r pr fessi nal degree,USA,United States
9da5421ce3b 1592ae8e849d478c68d34b5abcc1,m,1991,Bachel rs,USA,United States
3d5fc3cd3a a489 e1119d7918b79d25d28d7c 8,m,199,Bachel rs,IND,India
3d5fc3cd3a a489 e1119d7918b79d25d28d7c 8,m,199,Bachel rs,USA,United States
f24bcd9d 936263b8 a4f dde2 72f38b 9af8dd,m,1983,Masters  r pr fessi nal degree,IND,India
f38e8dc828ae77b4ff88546 f1d4689 f33e8312,m,1964,Masters  r pr fessi nal degree,USA,United States
deb68dcf 2b274e 49a5bec83 2eabeb3a dcaf9,, ,User withheld,USA,United States
63e4b8717f1eac2 b42ef8aeac 78441d67c194 ,m,1957,Masters  r pr fessi nal degree,GBR,United Kingd m
63e4b8717f1eac2 b42ef8aeac 78441d67c194 ,m,1957,Masters  r pr fessi nal degree,DEU,Germany
63e4b8717f1eac2 b42ef8aeac 78441d67c194 ,m,1957,Masters  r pr fessi nal degree,ITA,Italy
8c63765 1a 8c4bcab6749fd162a143a2789c51b,m,1979,Masters  r pr fessi nal degree,CAN,Canada
8c63765 1a 8c4bcab6749fd162a143a2789c51b,m,1979,Masters  r pr fessi nal degree,USA,United States
8c63765 1a 8c4bcab6749fd162a143a2789c51b,m,1979,Masters  r pr fessi nal degree,C L,C l mbia
8c63765 1a 8c4bcab6749fd162a143a2789c51b,m,1979,Masters  r pr fessi nal degree,ZZZ,Reserved
8c63765 1a 8c4bcab6749fd162a143a2789c51b,m,1979,Masters  r pr fessi nal degree,ETH,Ethi pia
d8cb29 2 7f4c13 54d9a6dab29e55 c764c3955,f,1966,Bachel rs,USA,United States
7bb1ee3636d71918cb112 59e5f623147d1 dc72,m,199,Bachel rs,IND,India
e352aa8a11f 7c5dbc8a487c3831a63a3 49 c35,m,1994,Bachel rs,MAC,Macau
e352aa8a11f 7c5dbc8a487c3831a63a3 49 c35,m,1994,Bachel rs,USA,United States
e352aa8a11f 7c5dbc8a487c3831a63a3 49 c35,m,1994,Bachel rs,ZZZ,Reserved
6798f8f5b97519f95c 7aa1dcba4cf45 3de9cf ,, ,User withheld,CAN,Canada
 19463bc 3de956b3df13de29d7b489 e282d5 c,f,1978,Bachel rs,SGP,Singap re
d4bb175253e396 4be1fc 3d92b8cf5727c44521,m,1992,Sec ndary/High Sch  l,CHL,Chile
26 41eeaadf6cbadd13d4f7919d22e5375caed3 ,m,1985,Bachel rs,USA,United States
e34f8 66  e5565254f2d7169 2951c289e4a3f3,m,1978,Bachel rs,MMR,Myanmar
3e134247f8381d2da17daba4be3b588ce9 1b7da,m,1985,D ct rate,USA,United States
78af57daa68f6ffd88da9c5 54f9db7ae37cb32e,f,1981,Masters  r pr fessi nal degree,RUS,Russian Federati n
25c1f26b34e429a73f76ef133bd76cb75436f963,m,1946,Masters  r pr fessi nal degree,USA,United States
25c1f26b34e429a73f76ef133bd76cb75436f963,m,1946,Masters  r pr fessi nal degree,DEU,Germany
25c1f26b34e429a73f76ef133bd76cb75436f963,m,1946,Masters  r pr fessi nal degree,ECU,Ecuad r
663b2d8da52f94e15bb32b8488418 c962 a8c92,f,1985,Bachel rs,CHN,China
663b2d8da52f94e15bb32b8488418 c962 a8c92,f,1985,Bachel rs,ISR,Israel
663b2d8da52f94e15bb32b8488418 c962 a8c92,f,1985,Bachel rs,AUS,Australia
127aa9ff89fa13d546564f42ea 439be355883ce,, ,User withheld,USA,United States
127aa9ff89fa13d546564f42ea 439be355883ce,, ,User withheld,CHN,China
afa159ddc3fd24e 7c9 d2ab78e72918d5ca1b2f,f,1972,Ass ciates,USA,United States
ad931eb897 d 6c88a43 a6 bc7e7734 6fa3959,f,198,Sec ndary/High Sch  l,ITA,Italy
ad931eb897 d 6c88a43 a6 bc7e7734 6fa3959,f,198,Sec ndary/High Sch  l,SWE,Sweden
ad931eb897 d 6c88a43 a6 bc7e7734 6fa3959,f,198,Sec ndary/High Sch  l,GBR,United Kingd m
738f141ffa571853c379a1c2312c6b69791a 56e,m,1991,Bachel rs,IND,India
738f141ffa571853c379a1c2312c6b69791a 56e,m,1991,Bachel rs,CHN,China
13eb43287f75 58 2ba a3b5377438867bf8aede,m,1986,Masters  r pr fessi nal degree,IND,India
13eb43287f75 58 2ba a3b5377438867bf8aede,m,1986,Masters  r pr fessi nal degree,GHA,Ghana
5d648da4815e2ff4d4e7a1b 17 4 2cec66 5eff,f,1992,Bachel rs,USA,United States
5d648da4815e2ff4d4e7a1b 17 4 2cec66 5eff,f,1992,Bachel rs,CAN,Canada
5d648da4815e2ff4d4e7a1b 17 4 2cec66 5eff,f,1992,Bachel rs,CHN,China
5d648da4815e2ff4d4e7a1b 17 4 2cec66 5eff,f,1992,Bachel rs,JPN,Japan
5d648da4815e2ff4d4e7a1b 17 4 2cec66 5eff,f,1992,Bachel rs,HKG,H ng K ng
5d648da4815e2ff4d4e7a1b 17 4 2cec66 5eff,f,1992,Bachel rs,ZZZ,Reserved
7992aa 8 eab4 1c1 dfadf133a62a2 5 de5bd6,m,1978,Masters  r pr fessi nal degree,USA,United States
bf968661b4b482b3a4f367148411edec8b7c2f24,m,1988,Bachel rs,CHN,China
bf968661b4b482b3a4f367148411edec8b7c2f24,m,1988,Bachel rs,IND,India
c8d4e15977619485f2da8 36 67c377bebe231c ,m,1994,Sec ndary/High Sch  l,CHN,China
c8d4e15977619485f2da8 36 67c377bebe231c ,m,1994,Sec ndary/High Sch  l,USA,United States
c8d4e15977619485f2da8 36 67c377bebe231c ,m,1994,Sec ndary/High Sch  l,ZZZ,Reserved
c8d4e15977619485f2da8 36 67c377bebe231c ,m,1994,Sec ndary/High Sch  l,SGP,Singap re
af12553b4371665a7d7c62bb8b9b59ebfc3cd7ad,f,1976,Masters  r pr fessi nal degree,USA,United States
9 c6557ad3e 71adfef6a  bd37f84 3934d2dcb,f,1959,Masters  r pr fessi nal degree,USA,United States
3d3ca6e27a7e99 cc1db9babb17386f1b7d6 36d,, ,Masters  r pr fessi nal degree,AUS,Australia
5cc1b76336 ddd7 fa87d343a88f 5a9b653a3c5,m,1978,Masters  r pr fessi nal degree,IND,India
e43b8b2eac2 2 92aae9c4a329bbd71d1a5b de2,f, ,Sec ndary/High Sch  l,SGP,Singap re
2d9d79a3b 6feea182da 25dbb76111b838d2f9f,f,1992,Bachel rs,USA,United States
2d9d79a3b 6feea182da 25dbb76111b838d2f9f,f,1992,Bachel rs,CHN,China
c2e5fe6c6165dcaf4aa9b61a41ca52ad6196d881,m,1987,Bachel rs,USA,United States
4493416cf9e3d883972fc8ac5fa693e52e897c45,f,199,Bachel rs,USA,United States
4493416cf9e3d883972fc8ac5fa693e52e897c45,f,199,Bachel rs,AUS,Australia
95534e7fa7fe8be36a524cc db5f353  1e21c2e,m,1988,Masters  r pr fessi nal degree,IND,India
14d27d4 494853cabda1d93c794c5cf12 747d6 ,m,1978,Sec ndary/High Sch  l,ZZZ,Reserved
44edff1f57c3e541 d23c2251 e6f8cbbe3 b387,m,1977,Masters  r pr fessi nal degree,USA,United States
cc84ebc993499c97e2e5b371a491435d279 36 1,m,1976,Bachel rs,FRA,France
cc84ebc993499c97e2e5b371a491435d279 36 1,m,1976,Bachel rs,NLD,Netherlands
cc84ebc993499c97e2e5b371a491435d279 36 1,m,1976,Bachel rs,USA,United States
4ae6abb8a1319cd c52 73d782 31c3 6ba53e5 ,m,1982,Masters  r pr fessi nal degree,IND,India
4ae6abb8a1319cd c52 73d782 31c3 6ba53e5 ,m,1982,Masters  r pr fessi nal degree,CHN,China
761eedf2ce3b 8e  96621 e659412c2577d752d,m,1979,Masters  r pr fessi nal degree,USA,United States
761eedf2ce3b 8e  96621 e659412c2577d752d,m,1979,Masters  r pr fessi nal degree,ZZZ,Reserved
761eedf2ce3b 8e  96621 e659412c2577d752d,m,1979,Masters  r pr fessi nal degree,CHL,Chile
922add83 1ca1eaa56 68164aa ee 1df68fec2e,f,1989,Bachel rs,CHN,China
62c2acc77861edade37 cae3d3666365e 4aea7b,m,1977,Bachel rs,IND,India
d66d9c2fe5a84869518dc89e12cce36c111 8a73,m,1995,Sec ndary/High Sch  l,IND,India
efbe6 fd181b175914b d 4f6f11fd97977e 4df,f,1992,Sec ndary/High Sch  l,VNM,Viet Nam
efbe6 fd181b175914b d 4f6f11fd97977e 4df,f,1992,Sec ndary/High Sch  l,CHN,China
8bffdc5d3d 458e8cd9fb85c22995783e2e7 441,m,1978,Masters  r pr fessi nal degree,IND,India
5 84b48c74b2de e 24c3a62ca4b1db44e5ca3df,m,1987,Bachel rs,IND,India
31883def846c7dfbae9  fb8d141eb6a d9eb6ab,m,1986,Masters  r pr fessi nal degree,USA,United States
667f8a 4 373ceba8 6977cfb8596d6f6226355b,f,1991, ther,USA,United States
6 2f8c82675ac52895d efe7bd9d 2   5bafa39,f,1964,Masters  r pr fessi nal degree,USA,United States
5 639f2c58f6ddb4ed6478216f98da363321618a,f, ,Masters  r pr fessi nal degree,USA,United States
149ab738441c9a8 b d23 6ff97599d5c5f15977,m,1979, ther,GBR,United Kingd m
fe2649bd34a7b9cc e42bf56 bb6e1e591b8ebf8,f,1975,Bachel rs,USA,United States
b57a389d24c61e365a1fe3e1f73 716718cf61e5,m,1975,D ct rate,SAU,Saudi Arabia
 a27 e2372ad6cbd63edaf7dedab513 73ccee2b,m,1992,Bachel rs,MEX,Mexic 
 95b9a974cbaa4d3174756af445dc467a3c7cd54,m,1968,Masters  r pr fessi nal degree,USA,United States
e1ebfd278b7dfc561c63 2d118 774991 8d8a56,, ,User withheld,USA,United States
 db e21e785a1cf78b4be9ba 65a 3ab7c6962ea,m,1992,Sec ndary/High Sch  l,USA,United States
d6cede89247c623 a7a619234b35a52e494c888e,f,1977,Bachel rs,USA,United States
2d7afcd179b1442d4a59673d85379fb da54a31 ,m,1985,Bachel rs,C L,C l mbia
d9f531471d1a11 968b97  986daab242875d9a5,m,1988,Masters  r pr fessi nal degree,CHN,China
d9f531471d1a11 968b97  986daab242875d9a5,m,1988,Masters  r pr fessi nal degree,AUS,Australia
7af785a9adc2f74a64b1bdd9d7361d2fa979a989,m,1983,Sec ndary/High Sch  l,ZZZ,Reserved
d17 be46918fc92c1368cc87cc5  d8a8e154667,, ,User withheld,USA,United States
 48c 14 76e118ca92d4a1d65816e7a753d17797,m,1959,D ct rate,USA,United States
 48c 14 76e118ca92d4a1d65816e7a753d17797,m,1959,D ct rate,ZZZ,Reserved
564c82bbe72b52c 28e8571f957f84a9d3612841,m,1997,Sec ndary/High Sch  l,CHN,China
564c82bbe72b52c 28e8571f957f84a9d3612841,m,1997,Sec ndary/High Sch  l,CAN,Canada
68477df9433e83b7bdf3a17  9c6cf9625bc3f24,m,1992,Masters  r pr fessi nal degree,IND,India
f894c343a4 6e39cb99dff16e38b42 e66bd91da,m,1957,Masters  r pr fessi nal degree,USA,United States
fd14ab8188bf29 4ba3c5c85a81 34a14a2ab4b7,m,1955,D ct rate,USA,United States
2b67dcd5c81a6 614ce16f8d8a7f3c757b6edc d,m,1985,Masters  r pr fessi nal degree,JPN,Japan
2b67dcd5c81a6 614ce16f8d8a7f3c757b6edc d,m,1985,Masters  r pr fessi nal degree,MYS,Malaysia
2b67dcd5c81a6 614ce16f8d8a7f3c757b6edc d,m,1985,Masters  r pr fessi nal degree,USA,United States
41527c4 5258927b   9cac52eb2afdcc52 8d c,m,1961,Masters  r pr fessi nal degree,USA,United States
652c 7861a3eda237a699d 87e8b2126f7784252,f,1948,Ass ciates,USA,United States
7ff 1aa7  3cfbd3b44e84bd8f19daa 92f9ffce,m,1989,Masters  r pr fessi nal degree,VNM,Viet Nam
 25252 b997a6 d4a157cbf21796bbfbe e4 715,m,1983,Bachel rs,IND,India
efb8a6a4bceaad51df37d789b1defb  776e ddf,m,1974,Masters  r pr fessi nal degree,USA,United States
efb8a6a4bceaad51df37d789b1defb  776e ddf,m,1974,Masters  r pr fessi nal degree,IND,India
 93 6c5f55a928c8 fbc214413adfc83cc46aed9,f,1995,Sec ndary/High Sch  l,IND,India
 752c1a2fab5d5b62aac41c38 4df34b7b52fbf6,m,199,Sec ndary/High Sch  l,BRA,Brazil
1fd225ee7d485c174176b18d222342322d794 78,m,1976,Masters  r pr fessi nal degree,USA,United States
1fd225ee7d485c174176b18d222342322d794 78,m,1976,Masters  r pr fessi nal degree,PRT,P rtugal
e7364d5814 6 eb1e76298dc 2e852fc2e7d6749,m,1993,Sec ndary/High Sch  l,CAN,Canada
e7364d5814 6 eb1e76298dc 2e852fc2e7d6749,m,1993,Sec ndary/High Sch  l,USA,United States
8ae5cd7b2a7491b493e66d6811d9 c3f8ae6c781,f,1985,Masters  r pr fessi nal degree,USA,United States
4e222 c 9fcae858ba9cd5cc  a86a3551f 63b3,m,1965,Masters  r pr fessi nal degree,MYS,Malaysia
4e222 c 9fcae858ba9cd5cc  a86a3551f 63b3,m,1965,Masters  r pr fessi nal degree,MDV,Maldives
fec9e1ca8f  e46b24fd6ed349efe7e92 8c5a94,m,1964,Masters  r pr fessi nal degree,USA,United States
5cedc61e9878ab 2 7fb6e5eb66528ba2f342 c5,m,1976,Bachel rs,IDN,Ind nesia
 baee188e379626 1c5cca2739a32a4d632d 911,m,1989,Bachel rs,IDN,Ind nesia
 df2c93aa58ef c8a1ab1a9284eb ce16697d6f1,f,1956,Masters  r pr fessi nal degree,USA,United States
51d 97cd62bba88a99d2ee7bb65f8a39b3193f6a,m,1987,Bachel rs,MYS,Malaysia
b7e6ca32977e3744e9e859f7f88529f9a4f1b4c2,f,1989,Masters  r pr fessi nal degree,GE ,Ge rgia
64dfc92ddbd4f68261e16b 8397c5d7c5c259fd9,m,1982,Masters  r pr fessi nal degree,BRA,Brazil
19f7a1b72eb647e911592a1c9143436efbf66e6f,m,1991,Bachel rs,IND,India
19f7a1b72eb647e911592a1c9143436efbf66e6f,m,1991,Bachel rs,ZZZ,Reserved
6f 3d45544592569d2e157c5683115b2296e81cd,f,199,Bachel rs,PHL,Philippines
4454f143a 79deba4b715f2532 6d648e 3a76c6,m,199,Bachel rs,IND,India
4454f143a 79deba4b715f2532 6d648e 3a76c6,m,199,Bachel rs,SGP,Singap re
4454f143a 79deba4b715f2532 6d648e 3a76c6,m,199,Bachel rs,USA,United States
dbb472111f15efb2d213b1912d 45481 327 18e,m,1946,Masters  r pr fessi nal degree,USA,United States
 84518addbe198a2ddca9379498ecf64783b9af2,m,1986,Masters  r pr fessi nal degree,USA,United States
f545e3fc136c4759 43 323e131ce396bf74  34,m,1988,Bachel rs,BRA,Brazil
66 f2d87ba8b 3cf1aeb818b6 715949 6e679b7,f,1966,Masters  r pr fessi nal degree,PHL,Philippines
8f3ee5331ae9be8fd6322b 16564fc518ff d2aa,f,1988,Masters  r pr fessi nal degree,R M,R mania
4a66b74d54 d6f5b2bfc7c7a2832cdde6649c6 4,m,1992,Bachel rs,IND,India
4a66b74d54 d6f5b2bfc7c7a2832cdde6649c6 4,m,1992,Bachel rs,N R,N rway
4a66b74d54 d6f5b2bfc7c7a2832cdde6649c6 4,m,1992,Bachel rs,GBR,United Kingd m
7ebde9c1bd1fa867 3c2fe  e24735be664ee79a,m,1987,Bachel rs,AUS,Australia
6e5ef9522ca13bed1a6a791b2c6bdb1238f e 83,m,199,Masters  r pr fessi nal degree,CHN,China
6e5ef9522ca13bed1a6a791b2c6bdb1238f e 83,m,199,Masters  r pr fessi nal degree,USA,United States
6e5ef9522ca13bed1a6a791b2c6bdb1238f e 83,m,199,Masters  r pr fessi nal degree,JPN,Japan
6e5ef9522ca13bed1a6a791b2c6bdb1238f e 83,m,199,Masters  r pr fessi nal degree,CAN,Canada
c 5448416ae7abc1f5ef7258af19ef12f418f152,m,1989,Bachel rs,USA,United States
6f4268a c8 1 46 37dee614c822 e 637d3153f,m,1968,Bachel rs,USA,United States
4d585924 e3a 3 e6f8d c4b46ffa8a4 efcee2f,m,1994,Sec ndary/High Sch  l,USA,United States
4d349994d1c35ef992c1fc c3b65 ba11f2caf8 ,m,1981,Sec ndary/High Sch  l,USA,United States
7c26f 8b591e6d9bdd1d64e 4d72fd254d3183f4,, ,Masters  r pr fessi nal degree,USA,United States
13eb2a5df7e5 5de5e23bca71cb5b95f423 634a,m,198,Masters  r pr fessi nal degree,USA,United States
bcc211f594a876 33121ba7e94  d74b7 315316,m,1965,Masters  r pr fessi nal degree,P L,P land
bcc211f594a876 33121ba7e94  d74b7 315316,m,1965,Masters  r pr fessi nal degree,DEU,Germany
a28511a 24c5 95ea39de78a18f 5376a948e 48,f,1978,Sec ndary/High Sch  l,USA,United States
4eb52368c8bf775 255a9f991 ab9197175594b1,f,1986,Bachel rs,CAN,Canada
8af46d159 18858f725cfcc863fe28d9362a6f7e,m,1994,Ass ciates,USA,United States
47f8715e  8fd19934 439953e1c565daf9f8f21,m,1972,Ass ciates,BRA,Brazil
3 ffeb55178b82ffe85 37b1 a4ffb3 df77 57d,m,1989,Bachel rs,CHL,Chile
 6e21e4972f4b4 849a96 abfcba3f5a3 e67e27,f,2,Sec ndary/High Sch  l,USA,United States
41 ae82 bd4f6323a9 1247 eea4f677a4d586bb,m,199,Sec ndary/High Sch  l,AUS,Australia
3a21e218a7687325734f5579c4752a2db 11156 ,m,1982,Elementary/Primary Sch  l,USA,United States
69f41b557cbaa7b1ca8e2d192 de8bfd 5f171db,m,1977,Masters  r pr fessi nal degree,GRC,Greece
79f7dc81382989b 81d5db53c697a 5 86 3ae45,m,1983,Masters  r pr fessi nal degree,USA,United States
fbb827b c147d7bcae7 f1553befda3dbc575fd8,m,1987,Masters  r pr fessi nal degree,USA,United States
ae9f32d425c32fcce3babcd26ba5bd233 f6e9c6,m,1961,D ct rate,ITA,Italy
ae9f32d425c32fcce3babcd26ba5bd233 f6e9c6,m,1961,D ct rate,GBR,United Kingd m
ae9f32d425c32fcce3babcd26ba5bd233 f6e9c6,m,1961,D ct rate,CHE,Switzerland
ae9f32d425c32fcce3babcd26ba5bd233 f6e9c6,m,1961,D ct rate,USA,United States
ae9f32d425c32fcce3babcd26ba5bd233 f6e9c6,m,1961,D ct rate,FRA,France
24 e247  6d1b83fec1b1f4f1fb 355bd8ce811 ,m,1974,Bachel rs,USA,United States
23b2987 913 f729b1a9 56ec854a5ea56ffbdc3,m,1987,Bachel rs,SGP,Singap re
9f75dfb3bbd8c18c12c 4acec81f5d1a9979c8 8,f,1972,Masters  r pr fessi nal degree,CHN,China
73f5f77224ad7abcd64c477e48e93feded21bc19,m,1982,Bachel rs,USA,United States
258bdc3c38e72df99346423c7fd3b5 ea9547b8b,m,1957,Bachel rs,USA,United States
47567e1e111fb65d5756f13a487c be4b55f8fbe,m,1982,Bachel rs,C L,C l mbia
76dfb4ded855144c1261e4d8372 5ec759fde757,, ,User withheld,USA,United States
da1bfe98b57 f87bf 5fb  48aa6e1b3 daf85f5,m,1983,Masters  r pr fessi nal degree,IND,India
1e49e21aefbd6144c11bde14a29733567 4  ec2,f,1979,Ass ciates,USA,United States
a446c116efc e21c7c86c28565c3db33ca423 a ,f,1991,Bachel rs,BRA,Brazil
24edeba2fb4b517a6ca feda1ec9a c95cbdb361,m,1978,Masters  r pr fessi nal degree,USA,United States
be5838951a738635c388b5bfe741fb8a4ac14578,f,1989,Bachel rs,JPN,Japan
42b2d9f1f5cc3637ac4574f4 24519acb1452416,f, ,Masters  r pr fessi nal degree,USA,United States
f7fc5122d5735de28d449ef6bba e1599a656ece,f,1983,Bachel rs,AUS,Australia
563cfc2dda3 7112a438e9ca7dfb bdd345d8829,m,1988,Bachel rs,USA,United States
aca761e2887272228c18ee43 828 3f4b dd49 7,, ,User withheld,USA,United States
aca761e2887272228c18ee43 828 3f4b dd49 7,, ,User withheld,CAN,Canada
b788e 5486143649 d8b5899e3e78e382c587fad,m,1974,Masters  r pr fessi nal degree,BGD,Bangladesh
1d1b87ec66d56a53c8 99da79e9f574879cc9ac7,m,1989,Bachel rs,GTM,Guatemala
